Orden;Artículo;Descripción:;Descripción:;Dpto;Instalación;Oper;CBT;Última actividad;Fecha de creación
M104160;391;Empaque;BRISTOL CANARIO 150 GR 70 X100;CONV;MT002;30;P;30/04/2025;19/01/2013
M104170;392;Conversion;BRISTOL AZUL 150 GR 70 X 100;CONV;CN606;10;P;29/04/2025;7/03/2023
M104170;392;Calibrado;BRISTOL AZUL 150 GR 70 X 100;CONV;CL001;20;P;29/04/2025;13/02/2007
M104170;392;Empaque;BRISTOL AZUL 150 GR 70 X 100;CONV;MT002;30;P;29/04/2025;19/01/2013
M104180;392;Conversion;BRISTOL AZUL 150 GR 70 X 100;CONV;CN606;10;P;29/04/2025;7/03/2023
M104180;392;Calibrado;BRISTOL AZUL 150 GR 70 X 100;CONV;CL001;20;P;29/04/2025;13/02/2007
M104180;392;Empaque;BRISTOL AZUL 150 GR 70 X 100;CONV;MT002;30;P;29/04/2025;19/01/2013
M104210;SE000299;Conversion/;CARTULINCHM 305g 70x78cm Tapab;CONV;CN605;10;4;25/04/2025;8/05/2019
M104210;SE000299;Calibrado;CARTULINCHM 305g 70x78cm Tapab;CONV;CL001;20;4;25/04/2025;13/02/2007
M104230;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN605;10;P;29/04/2025;8/05/2019
M104230;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;29/04/2025;13/02/2007
M104230;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;29/04/2025;19/01/2013
M104240;393;Conversion;BRISTOL VERDE 150 GR 70 X100;CONV;CN606;10;P;29/04/2025;7/03/2023
M104240;393;Calibracion;BRISTOL VERDE 150 GR 70 X100;CONV;CL001;20;P;29/04/2025;13/02/2007
M104240;393;Empaque;BRISTOL VERDE 150 GR 70 X100;CONV;MT002;30;P;29/04/2025;19/01/2013
M104250;39024;Hojeado;HJ 8 1/2 X 11 FACT JUNIO 2025;FORM;FC013;10;P;30/04/2025;14/12/2012
M104250;39024;Preprensa;HJ 8 1/2 X 11 FACT JUNIO 2025;PREP;PP001;20;C;30/04/2025;13/02/2007
M104290;39224;Corte A Rollos;ROLLO 80 X 60 TERMICO 48 IMP;ROLL;RO400;10;P;26/04/2025;18/10/2006
M104290;39224;Preprensa;ROLLO 80 X 60 TERMICO 48 IMP;PREP;PP002;20;C;26/04/2025;14/12/2012
M104300;60657;Click Ibm;FC 8  1/2x 3  2/3 BONOMARCAPAS;LIBR;IV002;10;C;30/04/2025;24/05/2016
M104300;60657;Imp Ibm Invisible;FC 8  1/2x 3  2/3 BONOMARCAPAS;LIBR;IV002;20;4;30/04/2025;24/05/2016
M104300;60657;Colectado;FC 8  1/2x 3  2/3 BONOMARCAPAS;LIBR;FC156;40;4;30/04/2025;4/09/2012
M104300;60657;Revision Y Empaque;FC 8  1/2x 3  2/3 BONOMARCAPAS;LIBR;MT003;50;4;30/04/2025;11/10/2016
M104310;SE6160657;Impresion Bobinas;BOB 90GR M.AGU 8 1/2 X 3 2/3;LIBR;IF003;10;4;30/04/2025;24/11/2014
M104310;SE6160657;Plegado;BOB 90GR M.AGU 8 1/2 X 3 2/3;LIBR;FC156;20;4;30/04/2025;4/09/2012
M104310;SE6160657;Prerpensa;BOB 90GR M.AGU 8 1/2 X 3 2/3;PREP;PP002;30;C;30/04/2025;14/12/2012
M104330;SE6260657;Impresion Bobinas;BOB 60 GR SELF 8 1/2 X 3 2/3;LIBR;IF004;10;4;30/04/2025;4/09/2023
M104330;SE6260657;Plegado;BOB 60 GR SELF 8 1/2 X 3 2/3;LIBR;FC156;20;4;30/04/2025;4/09/2012
M104330;SE6260657;Destrucción Material;BOB 60 GR SELF 8 1/2 X 3 2/3;LIBR;GL651;40;4;30/04/2025;17/01/2007
M104470;60587;Click Imp Matriz;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;IV002;10;C;30/04/2025;24/05/2016
M104470;60587;Imp Ikerming;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;IV003;20;4;30/04/2025;24/05/2016
M104470;60587;Imp Ibm Rojo;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;IV002;30;4;30/04/2025;24/05/2016
M104470;60587;Colectado;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;FC156;40;4;30/04/2025;4/09/2012
M104470;60587;Revision;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;MT003;50;4;30/04/2025;11/10/2016
M104480;440;Conversion;BRISTOL ROSADO 150 GR 70 X100;CONV;CN606;10;P;28/04/2025;7/03/2023
M104480;440;Calibracion;BRISTOL ROSADO 150 GR 70 X100;CONV;CL001;20;P;28/04/2025;13/02/2007
M104480;440;Empaque;BRISTOL ROSADO 150 GR 70 X100;CONV;MT002;30;P;28/04/2025;19/01/2013
M104490;440;Conversion;BRISTOL ROSADO 150 GR 70 X100;CONV;CN606;10;P;29/04/2025;7/03/2023
M104490;440;Calibracion;BRISTOL ROSADO 150 GR 70 X100;CONV;CL001;20;P;29/04/2025;13/02/2007
M104490;440;Empaque;BRISTOL ROSADO 150 GR 70 X100;CONV;MT002;30;P;29/04/2025;19/01/2013
M104500;440;Conversion;BRISTOL ROSADO 150 GR 70 X100;CONV;CN606;10;P;28/04/2025;7/03/2023
M104500;440;Calibracion;BRISTOL ROSADO 150 GR 70 X100;CONV;CL001;20;P;28/04/2025;13/02/2007
M104500;440;Empaque;BRISTOL ROSADO 150 GR 70 X100;CONV;MT002;30;P;28/04/2025;19/01/2013
M104510;440;Conversion;BRISTOL ROSADO 150 GR 70 X100;CONV;CN606;10;P;28/04/2025;7/03/2023
M104510;440;Calibracion;BRISTOL ROSADO 150 GR 70 X100;CONV;CL001;20;P;28/04/2025;13/02/2007
M104510;440;Empaque;BRISTOL ROSADO 150 GR 70 X100;CONV;MT002;30;P;28/04/2025;19/01/2013
M104520;440;Conversion;BRISTOL ROSADO 150 GR 70 X100;CONV;CN606;10;P;28/04/2025;7/03/2023
M104520;440;Calibracion;BRISTOL ROSADO 150 GR 70 X100;CONV;CL001;20;P;28/04/2025;13/02/2007
M104520;440;Empaque;BRISTOL ROSADO 150 GR 70 X100;CONV;MT002;30;P;28/04/2025;19/01/2013
M104530;392;Conversion;BRISTOL AZUL 150 GR 70 X 100;CONV;CN606;10;P;29/04/2025;7/03/2023
M104530;392;Calibrado;BRISTOL AZUL 150 GR 70 X 100;CONV;CL001;20;P;29/04/2025;13/02/2007
M104530;392;Empaque;BRISTOL AZUL 150 GR 70 X 100;CONV;MT002;30;P;29/04/2025;19/01/2013
M104560;SE5173565;Bobinas Procesadas;BOB TERM LITO 48gr 79 X 60;FORM;FC007;10;P;28/04/2025;18/10/2006
M104570;392;Conversion;BRISTOL AZUL 150 GR 70 X 100;CONV;CN606;10;P;29/04/2025;7/03/2023
M104570;392;Calibrado;BRISTOL AZUL 150 GR 70 X 100;CONV;CL001;20;P;29/04/2025;13/02/2007
M104570;392;Empaque;BRISTOL AZUL 150 GR 70 X 100;CONV;MT002;30;P;29/04/2025;19/01/2013
M104640;13985;Conversion;BOND BLANCO  90 gr  60 X 90;CONV;CN605;10;P;30/04/2025;8/05/2019
M104640;13985;Calibracion;BOND BLANCO  90 gr  60 X 90;CONV;CL001;20;P;30/04/2025;13/02/2007
M104640;13985;Empaque;BOND BLANCO  90 gr  60 X 90;CONV;MT002;30;P;30/04/2025;19/01/2013
M104650;15746;Corte A Rollos;ROLLO 80 X 60 IMPRESO 48grs;ROLL;RO400;10;P;28/04/2025;18/10/2006
M104650;15746;Preprensa;ROLLO 80 X 60 IMPRESO 48grs;PREP;PP002;20;C;28/04/2025;14/12/2012
M104670;59504;Perfilacion Aqua;FC PARA ENSAYO Y/O MUESTRA;LIBR;IF001;20;P;30/04/2025;1/10/2010
M104740;1092;Conversion;GRAPHICS REV BLANCO CAL 18;CONV;CN605;10;P;30/04/2025;8/05/2019
M104740;1092;Calibracion;GRAPHICS REV BLANCO CAL 18;CONV;MT002;20;P;30/04/2025;19/01/2013
M104740;1092;Empaque;GRAPHICS REV BLANCO CAL 18;CONV;MT002;30;P;30/04/2025;19/01/2013
M104750;59553;Corte A Rollos;ROL G.F 141CM X 50MTS PCOT-240;TERC;TR001;10;C;29/04/2025;22/05/2007
M104830;MPAF999790290;Corete 29cm *3;PAPEL TERMICO  A Free  55 GR;IFLE;IFX01;20;P;30/04/2025;14/12/2023
M104840;MPAF999790160;Corte 16 Cm;PAPEL TERMICO  A Free  55 GR;IFLE;IFX01;20;;30/04/2025;14/12/2023
M104870;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN605;10;P;30/04/2025;8/05/2019
M104870;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;30/04/2025;13/02/2007
M104870;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;30/04/2025;19/01/2013
M104880;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN605;10;P;30/04/2025;8/05/2019
M104880;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;30/04/2025;13/02/2007
M104880;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;30/04/2025;19/01/2013
M104900;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN605;10;P;30/04/2025;8/05/2019
M104900;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;30/04/2025;13/02/2007
M104900;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;30/04/2025;19/01/2013
M104910;SE000250;Conversion/;CARTULINA  272gr 70,5 x 70,5cm;CONV;CN605;10;4;30/04/2025;8/05/2019
M104910;SE000250;Calibrado Y Empaque;CARTULINA  272gr 70,5 x 70,5cm;CONV;MT002;20;4;30/04/2025;19/01/2013
M105020;39443;Hojeado;HJ 8 1/2 x14 FACT JUN-JUL 2025;LIBR;IF001;10;P;30/04/2025;1/10/2010
M105020;39443;Preprensa;HJ 8 1/2 x14 FACT JUN-JUL 2025;PREP;PP002;20;C;30/04/2025;14/12/2012
M105050;MP999629064;Rebobina (6,4x7)+1,2;CARTULINA P2 240gr APP  6,4cm;FORM;FC006;10;P;30/04/2025;18/10/2006
M105060;99764;Armad Bolsas;BOL DOMIC S2  110g MANIJA  ENT;BOLS;BLS01;10;P;30/04/2025;12/10/2021
M105060;99764;Pegado De Manijas;BOL DOMIC S2  110g MANIJA  ENT;BOLS;BLS05;20;P;30/04/2025;27/02/2023
M105060;99764;Revisión De Bolsas;BOL DOMIC S2  110g MANIJA  ENT;EMPQ;MT001;30;P;30/04/2025;7/12/2006
M105080;39703;Hojeado;HJ 13,7 x 27 SOR 4904 MAN;LIBR;IF003;10;4;30/04/2025;24/11/2014
M105080;39703;Guillotina Valores;HJ 13,7 x 27 SOR 4904 MAN;LIBR;GL651;20;4;30/04/2025;17/01/2007
M105080;39703;Preprensa;HJ 13,7 x 27 SOR 4904 MAN;PREP;PP002;30;C;30/04/2025;14/12/2012
M105080;39703;Rev-distr-term-empaq;HJ 13,7 x 27 SOR 4904 MAN;LIBR;MT003;40;4;30/04/2025;11/10/2016
M990980;59890;Maquina Tapabocas;TAPABOCA DESECHABLE  17,5 x 10;TBCA;TB001;10;P;30/04/2025;6/07/2020
M079870;570;Conversion;P/COTE C2S 115 GR 70X100;CONV;CN603;10;P;23/05/2025;17/01/2007
M079870;570;Guillotina;P/COTE C2S 115 GR 70X100;CONV;GL652;20;P;23/05/2025;28/06/2007
M079870;570;Empaque;P/COTE C2S 115 GR 70X100;CONV;MT002;30;P;23/05/2025;19/01/2013
M085400;601;Conversion;P/COTE C2S 300 GR 70 X100;CONV;CN605;10;P;23/05/2025;8/05/2019
M085400;601;Calibracion;P/COTE C2S 300 GR 70 X100;CONV;CL001;20;P;23/05/2025;13/02/2007
M085400;601;Empaque;P/COTE C2S 300 GR 70 X100;CONV;MT002;30;P;23/05/2025;19/01/2013
M088150;SE5263115;Bobinas Procesadas;BOB FORM 60 gr 13 5/8 x 8 1/2;FORM;FC007;10;4;5/05/2025;18/10/2006
M089950;63210;Click;TAR 8.6 X 5.4cm PLUXEE NAVIDAD;TJTA;TA009;10;C;8/05/2025;27/03/2014
M089950;63210;Impresion 4:1;TAR 8.6 X 5.4cm PLUXEE NAVIDAD;TJTA;TA002;20;4;8/05/2025;24/07/2012
M089950;63210;Colectado;TAR 8.6 X 5.4cm PLUXEE NAVIDAD;TJTA;TA005;30;4;8/05/2025;24/07/2012
M089950;63210;Laminado;TAR 8.6 X 5.4cm PLUXEE NAVIDAD;TJTA;TA006;40;4;8/05/2025;24/07/2012
M089950;63210;Troquelado;TAR 8.6 X 5.4cm PLUXEE NAVIDAD;TJTA;TA007;50;4;8/05/2025;24/07/2012
M089950;63210;Revision Y Empaque;TAR 8.6 X 5.4cm PLUXEE NAVIDAD;EMPQ;MT001;60;4;8/05/2025;7/12/2006
M090130;99744;Devolver Y Borrar;TAPA DE VASO 16 oz P2 TRANSPAR;VASO;VAS05;10;P;17/05/2025;5/03/2024
M090130;99744;Armado Tapas;TAPA DE VASO 16 oz P2 TRANSPAR;VASO;VAS05;20;P;17/05/2025;5/03/2024
M091790;63664;Armadora Bolsa;BOLSA MAN ENT S1 EARTHPACT 110;BOLS;BLS03;10;P;5/05/2025;27/07/2022
M091790;63664;Preprensa;BOLSA MAN ENT S1 EARTHPACT 110;PREP;PP002;20;C;5/05/2025;14/12/2012
M091790;63664;Pegado De Manijas;BOLSA MAN ENT S1 EARTHPACT 110;BOLS;BLS05;30;P;5/05/2025;27/02/2023
M091790;63664;Revision Y Empaque;BOLSA MAN ENT S1 EARTHPACT 110;EMPQ;MT001;40;P;5/05/2025;7/12/2006
M091960;63661;Preprensa;BOLSA MAN ENT S2 EARTH 110 GR;PREP;PP002;10;C;17/05/2025;14/12/2012
M091960;63661;Armadora Bolsa;BOLSA MAN ENT S2 EARTH 110 GR;BOLS;BLS03;20;P;17/05/2025;27/07/2022
M091960;63661;Pegado Manijas;BOLSA MAN ENT S2 EARTH 110 GR;BOLS;BLS05;30;P;17/05/2025;27/02/2023
M091960;63661;Revision Y Empaque;BOLSA MAN ENT S2 EARTH 110 GR;EMPQ;MT001;40;P;17/05/2025;7/12/2006
M092090;63444;Armado Vasos;VASO 12 OZ FRIO IMPRE 4 TINTAS;VASO;VAS02;10;P;15/05/2025;3/01/2023
M092090;63444;Preprensa;VASO 12 OZ FRIO IMPRE 4 TINTAS;PREP;PP001;20;C;15/05/2025;13/02/2007
M092370;SE8159952;Troquelado;TROQ CARTULINA 240 GR 12 OZ P2;VASO;VAS01;10;4;14/05/2025;3/01/2023
M092380;59952;Armadora De Vasos;VASO 12 OZ FRIO BLANCO;VASO;VAS02;10;P;15/05/2025;3/01/2023
M092380;59952;Rebobinado (6,9 );VASO 12 OZ FRIO BLANCO;TERC;TR001;20;C;15/05/2025;22/05/2007
M092570;57563;Corte A Rollos;RO 80 X 60 T/MICO 55 gr;ROLL;RO406;10;P;22/05/2025;2/01/2015
M092740;59918;Armad Bolsas;BOL1/6 MAN EN 30x17,5x43 CJ110;BOLS;BLS01;10;P;27/05/2025;12/10/2021
M092740;59918;Entorchado Y Pegado;BOL1/6 MAN EN 30x17,5x43 CJ110;BOLS;BLS05;20;P;27/05/2025;27/02/2023
M092740;59918;Revisión De Bolsas;BOL1/6 MAN EN 30x17,5x43 CJ110;EMPQ;MT001;30;P;27/05/2025;7/12/2006
M092770;59895;Armad Bolsas;BOL S1 23,5x12x33 PC 110g;BOLS;BLS01;10;P;14/05/2025;12/10/2021
M092790;57143;Doblado De Sobres;SC 23,4 X 12 OFICIO ANCHO 75gr;SDC;SC202;10;P;22/05/2025;13/03/2008
M092850;34353;Armado De Bolsas;BOL S2 T-LINNER 90GR MAN EN CJ;BOLS;BLS01;10;P;31/05/2025;12/10/2021
M092850;34353;Pegado De Manijas;BOL S2 T-LINNER 90GR MAN EN CJ;BOLS;BLS05;20;P;31/05/2025;27/02/2023
M092880;57259;Doblado De Sobres;SOT PAGO ECOLOGICO 60 gr;SOT;ST305;10;P;26/05/2025;18/10/2006
M092890;SE300001;Troquelado De Sobres;TROQ ECOL 60 gr SOBRE DE PAGO;SOT;ST300;10;4;6/05/2025;18/10/2006
M093080;62911;Click;TAR.8.6x5.4 APERTURA  C/B;TJTA;TA009;10;C;5/05/2025;27/03/2014
M093080;62911;Impresion Screen;TAR.8.6x5.4 APERTURA  C/B;TJTA;TA004;20;4;5/05/2025;24/07/2012
M093080;62911;Impresion 2:1;TAR.8.6x5.4 APERTURA  C/B;TJTA;TA002;30;4;5/05/2025;24/07/2012
M093080;62911;Colectado;TAR.8.6x5.4 APERTURA  C/B;TJTA;TA005;40;4;5/05/2025;24/07/2012
M093080;62911;Laminado;TAR.8.6x5.4 APERTURA  C/B;TJTA;TA006;50;4;5/05/2025;24/07/2012
M093080;62911;Troquelado;TAR.8.6x5.4 APERTURA  C/B;TJTA;TA007;60;4;5/05/2025;24/07/2012
M093080;62911;Revision Y Empaque;TAR.8.6x5.4 APERTURA  C/B;EMPQ;MT001;70;4;5/05/2025;7/12/2006
M093120;59560;Despique;CARPETA 4 ALETAS No. 52;EMPQ;MT001;10;P;16/05/2025;7/12/2006
M093120;59560;Trqueladora Estampad;CARPETA 4 ALETAS No. 52;PLEG;PLG01;20;P;16/05/2025;23/02/2022
M093120;59560;Click Troquel;CARPETA 4 ALETAS No. 52;PLEG;PLG02;30;C;16/05/2025;15/03/2022
M093120;59560;Labor Manual;CARPETA 4 ALETAS No. 52;EMPQ;MT001;40;P;16/05/2025;7/12/2006
M093380;99990;Impresion;PLEGADIZA TAPABOCAS (OMP 305g);ILIT;IL504;10;4;28/05/2025;30/01/2010
M093380;99990;Troqueladora;PLEGADIZA TAPABOCAS (OMP 305g);PLEG;PLG01;20;4;28/05/2025;23/02/2022
M093380;99990;Pegado Manual;PLEGADIZA TAPABOCAS (OMP 305g);EMPQ;MT001;30;4;28/05/2025;7/12/2006
M093380;99990;Empaque;PLEGADIZA TAPABOCAS (OMP 305g);EMPQ;MT001;40;4;28/05/2025;7/12/2006
M093380;99990;Preprensa;PLEGADIZA TAPABOCAS (OMP 305g);PREP;PP001;50;C;28/05/2025;13/02/2007
M093510;28847;Armad Bolsas;BOLSA 1/6 T-LINNER 135 GR PACA;BOLS;BLS01;10;P;15/05/2025;12/10/2021
M093520;34578;Armado De Bolsas;BOL1/6 T-LINNER 135g MAN EN CJ;BOLS;BLS01;10;P;30/05/2025;12/10/2021
M093520;34578;Pegado De Manijas;BOL1/6 T-LINNER 135g MAN EN CJ;BOLS;BLS05;20;P;30/05/2025;27/02/2023
M093890;73783;Corte A Rollos;ROLL  76. X 27,45  CARBONLESS;ROLL;RO401;10;P;2/05/2025;18/10/2006
M093890;73783;M.o.d Paletizado;ROLL  76. X 27,45  CARBONLESS;EMPQ;MT001;20;P;2/05/2025;7/12/2006
M096540;63364;Armado De Vasos;VASO 16 OZ FRIO IMPRESO;VASO;VAS02;10;P;30/05/2025;3/01/2023
M096540;63364;Preprensa;VASO 16 OZ FRIO IMPRESO;PREP;PP002;20;C;30/05/2025;14/12/2012
M096760;36151;Armad Bolsas;BOL DOMI S2 110g  CJ MNJA TROQ;BOLS;BLS01;10;P;2/05/2025;12/10/2021
M096760;36151;Preprensa;BOL DOMI S2 110g  CJ MNJA TROQ;PREP;PP002;20;C;2/05/2025;14/12/2012
M097370;36827;Armado De Vasos;VASO 7 OZ CALIENTE IMP;VASO;VAS02;10;P;8/05/2025;3/01/2023
M097370;36827;Preprensa;VASO 7 OZ CALIENTE IMP;PREP;PP002;20;C;8/05/2025;14/12/2012
M097430;73772;Corte A Rollos;ROL 79 x 61 TERMICO 48gr EXPOR;ROLL;RO403;10;P;2/05/2025;24/05/2010
M097430;73772;M.o.d Paletizado;ROL 79 x 61 TERMICO 48gr EXPOR;EMPQ;MT001;20;P;2/05/2025;7/12/2006
M097440;73772;Corte A Rollos;ROL 79 x 61 TERMICO 48gr EXPOR;ROLL;RO403;10;P;2/05/2025;24/05/2010
M097440;73772;M.o.d Paletizado;ROL 79 x 61 TERMICO 48gr EXPOR;EMPQ;MT001;20;P;2/05/2025;7/12/2006
M097530;28307;Conversion;CART OPTIMA NAT 0.48mm 70X100;CONV;CN605;10;P;13/05/2025;8/05/2019
M097530;28307;Calibracion;CART OPTIMA NAT 0.48mm 70X100;CONV;CL001;20;P;13/05/2025;13/02/2007
M097530;28307;Empaque;CART OPTIMA NAT 0.48mm 70X100;CONV;MT002;30;P;13/05/2025;19/01/2013
M097590;530;Conversion;ESMALTADO C1S 160 GR 70 X100;CONV;CN605;10;P;27/05/2025;8/05/2019
M097590;530;Calibracion;ESMALTADO C1S 160 GR 70 X100;CONV;CL001;20;P;27/05/2025;13/02/2007
M097590;530;Empaque;ESMALTADO C1S 160 GR 70 X100;CONV;MT002;30;P;27/05/2025;19/01/2013
M097600;70;Conversion;OFFSET BCO 115 GR 70 X 100;CONV;CN605;10;P;13/05/2025;8/05/2019
M097600;70;Calibrado;OFFSET BCO 115 GR 70 X 100;CONV;CL001;20;P;13/05/2025;13/02/2007
M097600;70;Empaque;OFFSET BCO 115 GR 70 X 100;CONV;MT002;30;P;13/05/2025;19/01/2013
M097610;70;Conversion;OFFSET BCO 115 GR 70 X 100;CONV;CN605;10;P;27/05/2025;8/05/2019
M097610;70;Calibrado;OFFSET BCO 115 GR 70 X 100;CONV;CL001;20;P;27/05/2025;13/02/2007
M097610;70;Empaque;OFFSET BCO 115 GR 70 X 100;CONV;MT002;30;P;27/05/2025;19/01/2013
M097660;65115;Conversion;CARTULINACHIP PG 0.58mm 70X100;CONV;CN605;10;P;30/05/2025;8/05/2019
M097660;65115;Calibracion;CARTULINACHIP PG 0.58mm 70X100;CONV;CL001;20;P;30/05/2025;13/02/2007
M097660;65115;Empaque;CARTULINACHIP PG 0.58mm 70X100;CONV;MT002;30;P;30/05/2025;19/01/2013
M097970;36899;Corte A Rollos;ROLLO TERM 80 X 60 LITO 48 grs;ROLL;RO400;10;P;7/05/2025;18/10/2006
M097970;36899;Preprensa;ROLLO TERM 80 X 60 LITO 48 grs;PREP;PP001;20;C;7/05/2025;13/02/2007
M097990;73545;Corte A Rollos;ROLLO 80 x 60 IMPRESO 1T;ROLL;RO400;10;P;2/05/2025;18/10/2006
M097990;73545;Preprensa;ROLLO 80 x 60 IMPRESO 1T;PREP;PP001;20;C;2/05/2025;13/02/2007
M098040;57147;Doblado De Sobres;SC 16 X 9 RECTANGULAR BCO 75gr;SDC;SC202;10;P;2/05/2025;13/03/2008
M098050;SE8159951;Troquelado;TROQ CARTULINA 240 GR 9 OZ P2;VASO;VAS01;10;4;14/05/2025;3/01/2023
M098060;59951;Armadora De Vasos;VASO 9 OZ FRIO BLANCO;VASO;VAS02;10;P;14/05/2025;3/01/2023
M098060;59951;Rebobinado (7,4 );VASO 9 OZ FRIO BLANCO;TERC;TR001;20;C;14/05/2025;22/05/2007
M098340;77371;Click;TAR 8.6 X5.4cm PADOVA C/B;TJTA;TA009;10;C;5/05/2025;27/03/2014
M098340;77371;Fondeado;TAR 8.6 X5.4cm PADOVA C/B;TJTA;TA004;20;4;5/05/2025;24/07/2012
M098340;77371;Impresion 1:2;TAR 8.6 X5.4cm PADOVA C/B;TJTA;TA002;30;4;5/05/2025;24/07/2012
M098340;77371;Colectado;TAR 8.6 X5.4cm PADOVA C/B;TJTA;TA005;40;4;5/05/2025;24/07/2012
M098340;77371;Laminado;TAR 8.6 X5.4cm PADOVA C/B;TJTA;TA006;50;4;5/05/2025;24/07/2012
M098340;77371;Troquelado;TAR 8.6 X5.4cm PADOVA C/B;TJTA;TA007;60;4;5/05/2025;24/07/2012
M098340;77371;Revision Y Empaque;TAR 8.6 X5.4cm PADOVA C/B;EMPQ;MT001;70;4;5/05/2025;7/12/2006
M098700;63092;Colectado De Formas;FS 13 5/8x8 1/2 SEGURO;FORM;FC150;10;P;14/05/2025;18/10/2006
M098700;63092;Armado Licom X 25;FS 13 5/8x8 1/2 SEGURO;EMPQ;MT001;20;P;14/05/2025;7/12/2006
M098700;63092;Preprensa;FS 13 5/8x8 1/2 SEGURO;PREP;PP001;30;C;14/05/2025;13/02/2007
M098740;SE7162831;Bobinas Procesadas;BOB EARMJ T 110 gr 23.5*33*12;IFLE;IFX01;10;P;2/05/2025;14/12/2023
M098780;63183;Click;TAR 8.6 X 5.4cm  DOTACIÓN;TJTA;TA009;10;C;8/05/2025;27/03/2014
M098780;63183;Impresion 4:1;TAR 8.6 X 5.4cm  DOTACIÓN;TJTA;TA002;20;4;8/05/2025;24/07/2012
M098780;63183;Colectado;TAR 8.6 X 5.4cm  DOTACIÓN;TJTA;TA005;30;4;8/05/2025;24/07/2012
M098780;63183;Laminado;TAR 8.6 X 5.4cm  DOTACIÓN;TJTA;TA006;40;4;8/05/2025;24/07/2012
M098780;63183;Troquelado;TAR 8.6 X 5.4cm  DOTACIÓN;TJTA;TA007;50;4;8/05/2025;24/07/2012
M098780;63183;Revision Y Empaque;TAR 8.6 X 5.4cm  DOTACIÓN;EMPQ;MT001;60;4;8/05/2025;7/12/2006
M098810;63309;Click;TAR 8,6x5,4 COMUNICACION black;TJTA;TA009;10;C;29/05/2025;27/03/2014
M098810;63309;Barniz;TAR 8,6x5,4 COMUNICACION black;TJTA;TA004;20;4;29/05/2025;24/07/2012
M098810;63309;Impresion 4:2;TAR 8,6x5,4 COMUNICACION black;TJTA;TA002;30;4;29/05/2025;24/07/2012
M098810;63309;Troquelado;TAR 8,6x5,4 COMUNICACION black;TJTA;TA007;50;4;29/05/2025;24/07/2012
M098810;63309;Revision Y Empaque;TAR 8,6x5,4 COMUNICACION black;EMPQ;MT001;60;4;29/05/2025;7/12/2006
M098860;33210;Click;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA009;10;C;7/05/2025;27/03/2014
M098860;33210;Impresion 4:1;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA002;20;4;7/05/2025;24/07/2012
M098860;33210;Colectado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA005;30;4;7/05/2025;24/07/2012
M098860;33210;Laminado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA006;40;4;7/05/2025;24/07/2012
M098860;33210;Troquelado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA007;50;4;7/05/2025;24/07/2012
M098860;33210;Revision Y Empaque;TAR 8.6x5.4 MEDIO DE PAGO C/B;EMPQ;MT001;60;4;7/05/2025;7/12/2006
M098870;62339;Click;TAR 8.6x5.4cm SERVICIO PRE C/B;TJTA;TA009;10;C;7/05/2025;27/03/2014
M098870;62339;Impresion 4:4;TAR 8.6x5.4cm SERVICIO PRE C/B;TJTA;TA002;20;4;7/05/2025;24/07/2012
M098870;62339;Colectado;TAR 8.6x5.4cm SERVICIO PRE C/B;TJTA;TA005;30;4;7/05/2025;24/07/2012
M098870;62339;Laminado;TAR 8.6x5.4cm SERVICIO PRE C/B;TJTA;TA006;40;4;7/05/2025;24/07/2012
M098870;62339;Troquelado;TAR 8.6x5.4cm SERVICIO PRE C/B;TJTA;TA007;50;4;7/05/2025;24/07/2012
M098870;62339;Revision Y Empaque;TAR 8.6x5.4cm SERVICIO PRE C/B;EMPQ;MT001;60;4;7/05/2025;7/12/2006
M098910;61914;Corte A Rollos;ROLLO 80 X 60 COOTRASMARZO;ROLL;RO400;10;P;14/05/2025;18/10/2006
M098910;61914;Preprensa;ROLLO 80 X 60 COOTRASMARZO;PREP;PP001;20;C;14/05/2025;13/02/2007
